prognosis,Specialty
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Cardiologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Cardiologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Hepatologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Cardiologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Neurologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Cardiologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Cardiologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Cardiologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Cardiologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Cardiologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Cardiologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Cardiologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Cardiologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
Fungal infection,Dermatologist
Allergy,Allergist
GERD,Gastroenterologist
Chronic cholestasis,Hepatologist
Drug Reaction,Allergist
Peptic ulcer diseae,Gastroenterologist
AIDS,Infectious Disease Specialist
Diabetes ,Endocrinologist
Gastroenteritis,Gastroenterologist
Bronchial Asthma,Pulmonologist
Hypertension ,Cardiologist
Migraine,Neurologist
Cervical spondylosis,Orthopedic Surgeon
Paralysis (brain hemorrhage),Neurologist
Jaundice,Hepatologist
Malaria,Infectious Disease Specialist
Chicken pox,Infectious Disease Specialist
Dengue,Infectious Disease Specialist
Typhoid,Infectious Disease Specialist
hepatitis A,Hepatologist
Hepatitis B,Hepatologist
Hepatitis C,Hepatologist
Hepatitis D,Hepatologist
Hepatitis E,Hepatologist
Alcoholic hepatitis,Hepatologist
Tuberculosis,Infectious Disease Specialist
Common Cold,General Physician
Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,Cardiologist
Varicose veins,Vascular Surgeon
Hypothyroidism,Endocrinologist
Hyperthyroidism,Endocrinologist
Hypoglycemia,Endocrinologist
Osteoarthristis,Rheumatologist
Arthritis,Rheumatologist
(vertigo) Paroymsal  Positional Vertigo,
Acne,Dermatologist
Urinary tract infection,Urologist
Psoriasis,Dermatologist
Impetigo,Dermatologist
